DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-05_beckymcclain8_638,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
638 - DIABETES W CC,10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,AL - Birmingham,26,16385.34,4260.15,3394.3,24,USCGeocoder,265.6237,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1862.84383050515,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.6570278580549,-85.8233782429084,Exact,TwoThousandTen,01852,0450,,90099,0,11500,1053,1,0008.00,015,01,1,ResidenceStreetAddress,400,,E,10TH,ST,,,,,,ANNISTON,AL,36207,,,,,,,,,,,,,,,,,,400,,E,10TH,ST,,,,,,ANNISTON,AL,36207,,,,,,,,,,,,400-498,,E,10th,St,,,,Anniston,AL,36207,,,,,,,,,,Anniston,Calhoun,1862.84,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,66585523,,,,,,0
638 - DIABETES W CC,10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,AL - Mobile,11,29683.63,4307.63,3490.18,25,USCGeocoder,93.7772,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4639.25187885086,LinearInterpolationAddressRange,StreetSegment,97.9289940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,30.4250080887509,-87.6832946444224,Relaxed,TwoThousandTen,,0450,,91152,1,19300,3019,3,0115.01,003,01,1,ResidenceStreetAddress,1613,,N,MCKENZIE,ST,,,,,,FOLEY,AL,36535,,,,,,,,,,,,,,,,,,1613,,N,MCKENZIE,ST,,,,,,FOLEY,AL,36535,,,,,,,,,,,,1601-1701,,,McKenzie,St,,,,Foley,AL,36535,,,,,,,,,,Foley,Baldwin,4639.25,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640320697,,,,,,0
638 - DIABETES W CC,10085,DECATUR GENERAL HOSPITAL,1201 7TH STREET SE,DECATUR,AL,35609,AL - Huntsville,29,6116.27,4523.82,3522.03,26,USCGeocoder,187.5082,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2641.24340052131,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.5911031461491,-86.9727248921172,Relaxed,TwoThousandTen,,0450,,90864,0,19460,5021,5,0001.00,103,01,1,ResidenceStreetAddress,1201,,,7TH,ST,SE,,,,,DECATUR,AL,35609,,,,,,,,,,,,,,,,,,1201,,,7TH,ST,SE,,,,,DECATUR,AL,35609,,,,,,,,,,,,1201-1291,,,7th,St,SE,,,Decatur,AL,35601,,,,,,,,,,Decatur,Morgan,2641.24,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640316049,,,,,,0
638 - DIABETES W CC,10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,AL - Birmingham,20,15360.6,4632.2,3901.2,27,USCGeocoder,203.1196,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3002.20849627373,LinearInterpolationAddressRange,StreetSegment,94.8224852071006,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.841467043158,-87.2375547574207,Relaxed,TwoThousandTen,,0450,,91755,0,13820,2036,2,0203.00,127,01,1,ResidenceStreetAddress,3400,,,78,,E,,,,,JASPER,AL,35502,,,,,,,,,,,,HWY,,,,,HWY,3400,,,78,,E,,,,,JASPER,AL,35502,,,,,,,,,,,,3498-3400,,,78,,,,,Jasper,AL,35501,,,,,,,,,,Jasper,Walker,3002.21,Meters,,SOURCE_CENSUS_TIGERLINES_2015,2015,,,tlid,120585023,,,Hwy,,,0
638 - DIABETES W CC,10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,AL - Mobile,27,13834.85,4283.7,3495.4,28,USCGeocoder,109.3691,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.6793942,-88.1992602,Exact,TwoThousandTen,50000,5160,,93105,0,33660,1023,1,0037.03,097,01,1,ResidenceStreetAddress,6801,,,AIRPORT,BLVD,,,,,,MOBILE,AL,36608,,,,,,,,,,,,,,,,,,6801,,,AIRPORT,BLVD,,,,,,MOBILE,AL,36608,,,,,,,,,,,,6801,,,AIRPORT,BLVD,,,,mobile,AL,36608,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,568304,,,,,,0
638 - DIABETES W CC,10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,AL - Tuscaloosa,69,17854.04,5033.39,3885.59,29,USCGeocoder,93.7626,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.2052116,-87.5254569,Exact,TwoThousandTen,,0450,,93222,0,46220,1096,1,0112.00,125,01,1,ResidenceStreetAddress,809,,,UNIVERSITY,BLVD,E,,,,,TUSCALOOSA,AL,35401,,,,,,,,,,,,,,,,,,809,,,UNIVERSITY,BLVD,E,,,,,TUSCALOOSA,AL,35401,,,,,,,,,,,,809,,,UNIVERSITY,BLVD,E,,,tuscaloosa,AL,35401,,,,,,,,,,,Tuscaloosa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2023979,,,,,,0
638 - DIABETES W CC,10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,AL - Mobile,20,20213.85,3975.5,3414.3,30,USCGeocoder,93.7634,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3651.2612249791,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,30.5198837709349,-87.8895492141368,Exact,TwoThousandTen,,0450,,91053,1,19300,3027,3,0112.02,003,01,1,ResidenceStreetAddress,750,,,MORPHY,AVE,,,,,,FAIRHOPE,AL,36532,,,,,,,,,,,,,,,,,,750,,,MORPHY,AVE,,,,,,FAIRHOPE,AL,36532,,,,,,,,,,,,700-808,,,Morphy,Ave,,,,Fairhope,AL,36532,,,,,,,,,,Fairhope,Baldwin,3651.26,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,131649849,,,,,,0
638 - DIABETES W CC,10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35161,AL - Birmingham,17,15215.76,5360,4397.52,31,USCGeocoder,108.5647,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4852.19610446013,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.43986950265,-86.0899353772281,Relaxed,TwoThousandTen,74592,,,93078,1,45180,2008,2,0109.00,121,01,1,ResidenceStreetAddress,604,,,STONE,AVE,,,,,,TALLADEGA,AL,35161,,,,,,,,,,,,,,,,,,604,,,STONE,AVE,,,,,,TALLADEGA,AL,35161,,,,,,,,,,,,698-600,,,Stone,Ave,,,,Talladega,AL,35160,,,,,,,,,,Talladega,Talladega,4852.2,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,66917028,,,,,,0
638 - DIABETES W CC,10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,AL - Birmingham,26,30587.57,4847.65,4158.42,32,USCGeocoder,109.3765,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.4985391,-86.8463621,Relaxed,TwoThousandTen,,0450,,90324,0,13820,5020,5,0040.00,073,01,1,ResidenceStreetAddress,701,,,PRINCETON,AVE,SW,,,,,BIRMINGHAM,AL,35211,,,,,,,,,,,,,,,,,,701,,,PRINCETON,AVE,SW,,,,,BIRMINGHAM,AL,35211,,,,,,,,,,,,701,,,PRINCETON,AVE,SW,,,jefferson,AL,35211,,,,,,,,,,,Jefferson,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,989136,,,,,,0
638 - DIABETES W CC,10112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,AL - Birmingham,12,7414.33,4309.41,3649.08,33,USCGeocoder,187.4978,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.9704142011834,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.505363,-87.8372619,Relaxed,TwoThousandTen,20296,,,90873,,,1051,1,9734.00,091,01,1,ResidenceStreetAddress,105,,,80,,E,,,,,DEMOPOLIS,AL,36732,,,,,,,,,,,,HWY,,,,,HWY,105,,,80,,E,,,,,DEMOPOLIS,AL,36732,,,,,,,,,,,,105,,,80,,,,,DEMOPOLIS,AL,,,,,,,,,,,,Marengo,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1582320,,,HWY,,,0
638 - DIABETES W CC,10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,AL - Mobile,59,15837.91,5096.45,3536.77,34,USCGeocoder,109.3736,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9349112426036,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.6967246,-88.0802674,Relaxed,TwoThousandTen,50000,5160,,92187,0,33660,1002,1,0025.02,097,01,1,ResidenceStreetAddress,5,,,MOBILE INFIRMARY,CIR,,,,,,MOBILE,AL,36652,,,,,,,,,,,,,,,,,,5,,,MOBILE INFIRMARY,CIR,,,,,,MOBILE,AL,36652,,,,,,,,,,,,5,,,MOBILE INFIRMARY,CIR,,,,mobile,AL,36607,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,565143,,,,,,0
638 - DIABETES W CC,10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,AL - Birmingham,16,19198.81,5358.62,3324.56,35,USCGeocoder,187.4366,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,76357.9200439376,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.3682271317538,-86.9969505651992,Relaxed,TwoThousandTen,05980,1000,,90324,0,13820,2016,2,0141.04,073,01,1,ResidenceStreetAddress,995,,,9TH,AVE,SW,,,,,BESSEMER,AL,35021,,,,,,,,,,,,,,,,,,995,,,9TH,AVE,SW,,,,,BESSEMER,AL,35021,,,,,,,,,,,,901-1107,,,9th,Ave,SW,,,Bessemer,AL,35022,,,,,,,,,,Birmingham,Jefferson,76357.92,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,81629136,,,,,,0
638 - DIABETES W CC,10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,AL - Birmingham,32,16237.06,5718.25,4597.81,36,USCGeocoder,109.3261,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3300.13717741944,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.4241190209766,-87.0494110628621,Exact,TwoThousandTen,69120,,,92880,1,42820,2012,2,9568.00,047,01,1,ResidenceStreetAddress,1015,,,MEDICAL CENTER,PKWY,,,,,,SELMA,AL,36701,,,,,,,,,,,,,,,,,,1015,,,MEDICAL CENTER,PKWY,,,,,,SELMA,AL,36701,,,,,,,,,,,,901-1099,,,Medical Center,Pkwy,,,,Selma,AL,36701,,,,,,,,,,Selma,Dallas,3300.14,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,1282873,,,,,,0
638 - DIABETES W CC,10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,AL - Huntsville,19,37862.52,4423.52,3398.21,37,USCGeocoder,124.9904,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.6331360946746,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.6933656,-86.5724917,Relaxed,TwoThousandTen,,0450,,91674,0,26620,1020,1,0026.00,089,01,1,ResidenceStreetAddress,1,,,HOSPITAL,DR,SE,,,,,HUNTSVILLE,AL,35801,,,,,,,,,,,,,,,,,,1,,,HOSPITAL,DR,SE,,,,,HUNTSVILLE,AL,35801,,,,,,,,,,,,1,,,HOSPITAL,DR,SW,,,Huntsville,AL,35801,,,,,,,,,,,MADISON,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,313765,,,,,,0
638 - DIABETES W CC,10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,AL - Birmingham,28,59003.03,4504.82,3514.5,38,USCGeocoder,125.0005,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7104.86441105185,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.4631470113626,-86.7765601724329,Relaxed,TwoThousandTen,35800,1000,,90324,0,13820,3037,3,0129.05,073,01,1,ResidenceStreetAddress,2010,,,BROOKWOOD MEDICAL CENTER,DR,,,,,,BIRMINGHAM,AL,35209,,,,,,,,,,,,,,,,,,2010,,,BROOKWOOD MEDICAL CENTER,DR,,,,,,BIRMINGHAM,AL,35209,,,,,,,,,,,,2008-2018,,,Brookwood Medical Center,Dr,,,,Homewood,AL,35209,,,,,,,,,,Birmingham,Jefferson,7104.86,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,81715511,,,,,,0
638 - DIABETES W CC,10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,AL - Mobile,12,13627.25,4031.16,3101.16,39,USCGeocoder,109.3622,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.6844595,-88.1316048,Exact,TwoThousandTen,50000,5160,,92187,0,33660,1078,1,0033.01,097,01,1,ResidenceStreetAddress,3719,,,DAUPHIN,ST,,,,,,MOBILE,AL,36608,,,,,,,,,,,,,,,,,,3719,,,DAUPHIN,ST,,,,,,MOBILE,AL,36608,,,,,,,,,,,,3719,,,DAUPHIN,ST,,,,mobile,AL,36608,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,500518,,,,,,0
638 - DIABETES W CC,10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,AL - Montgomery,21,14963.23,5011.38,3812,40,USCGeocoder,93.7296,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.3761919,-86.1748994,Exact,TwoThousandTen,51000,5240,,92214,0,33860,2005,2,0054.07,101,01,1,ResidenceStreetAddress,400,,,TAYLOR,RD,,,,,,MONTGOMERY,AL,36117,,,,,,,,,,,,,,,,,,400,,,TAYLOR,RD,,,,,,MONTGOMERY,AL,36117,,,,,,,,,,,,400,,,TAYLOR,RD,,,,MONTGOMERY,AL,36117,,,,,,,,,,,Montgomery,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1711254,,,,,,0
638 - DIABETES W CC,10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,AL - Montgomery,12,15849.33,4969.91,4223.25,41,USCGeocoder,171.8702,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,935611141.4035,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,31.7989775256844,-86.6252856870856,Relaxed;Soundex,TwoThousandTen,,0450,,91422,,,2016,2,9531.00,013,01,4,ResidenceZIP,29,L,,VSTABLER,DR,,,,,,GREENVILLE,AL,36037,,,,,,,,,,,,,,,,,,29,L,,VSTABLER,DR,,,,,,GREENVILLE,AL,36037,,,,,,,,,,,,,,,,,,,,,AL,36037,,,,,,,,,,,,935611141.4,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,36037,,,,,,0
638 - DIABETES W CC,10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,AL - Birmingham,12,18175.83,4947.5,4006.83,42,USCGeocoder,125.0196,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2678.41292368888,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.1645976532814,-86.2541147468092,Exact,TwoThousandTen,,0450,,93069,1,45180,2066,2,0118.00,121,01,1,ResidenceStreetAddress,315,,W,HICKORY,ST,,,,,,SYLACAUGA,AL,35150,,,,,,,,,,,,,,,,,,315,,W,HICKORY,ST,,,,,,SYLACAUGA,AL,35150,,,,,,,,,,,,201-399,,W,Hickory,St,,,,Sylacauga,AL,35150,,,,,,,,,,Sylacauga,Talladega,2678.41,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640315533,,,,,,0
638 - DIABETES W CC,20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,AK - Anchorage,18,21772.22,7113.33,6255.27,43,USCGeocoder,62.5045,1,4.1,,,10,POBoxZIPCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Meters,ArealInterpolation,33387078445.6297,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,68.9422207511339,-146.324710547965,Relaxed;Soundex,TwoThousandTen,,0380,,55970,,,3157,3,0002.00,185,02,5,POBoxZIP,,,,,,,,,,,ANCHORAGE,AK,99519,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANCHORAGE,AK,99519,,,,,,,,,,,,,,,,,,,,,AK,99519,,,,,,,,,,,,33387.08,Kilometers,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,99519,,,,,,0
638 - DIABETES W CC,20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,AK - Anchorage,14,20287.07,8411.71,7450.57,44,USCGeocoder,109.3716,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,61.5628434,-149.2604699,Relaxed,TwoThousandTen,28200,,,47440,0,11260,2057,2,0011.00,170,02,1,ResidenceStreetAddress,2500,,S,WOODWORTH,LOOP,,,,,,PALMER,AK,99645,,,,,,,,,,,,,,,,,,2500,,S,WOODWORTH,LOOP,,,,,,PALMER,AK,99645,,,,,,,,,,,,2500,,S,WOODWORTH,LOOP,,,,PALMER,AK,,,,,,,,,,,,matanuska susitna borough,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,272428,,,,,,0
638 - DIABETES W CC,30002,BANNER GOOD SAMARITAN MEDICAL CENTER,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,AZ - Phoenix,26,17828.15,6555.23,5275.3,45,USCGeocoder,109.3803,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.3254437869822,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.4655137,-112.0875477,Relaxed,TwoThousandTen,,2620,,92601,0,38060,1002,1,1129.00,013,04,1,ResidenceStreetAddress,1111,,E,MCDOWELL,RD,,,,,,PHOENIX,AZ,85006,,,,,,,,,,,,,,,,,,1111,,E,MCDOWELL,RD,,,,,,PHOENIX,AZ,85006,,,,,,,,,,,,1111,,W,MCDOWELL,RD,,,,PHOENIX,AZ,85007,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,757107,,,,,,0
638 - DIABETES W CC,30010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,AZ - Tucson,15,17079.2,5376.66,4578.46,46,USCGeocoder,140.6116,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.2282034,-111.0000813,Exact,TwoThousandTen,77000,8520,,93570,0,46060,1000,1,0044.15,019,04,1,ResidenceStreetAddress,1601,,W,SAINT MARYS,RD,,,,,,TUCSON,AZ,85745,,,,,,,,,,,,,,,,,,1601,,W,SAINT MARYS,RD,,,,,,TUCSON,AZ,85745,,,,,,,,,,,,1601,,W,SAINT MARYS,RD,,,,TUCSON,AZ,85745,,,,,,,,,,,Pima,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2040171,,,,,,0
638 - DIABETES W CC,30011,CARONDELET ST JOSEPHS HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,AZ - Tucson,15,19324.66,4982.06,3669.6,47,USCGeocoder,140.634,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.2272142,-110.8556596,Exact,TwoThousandTen,77000,8520,,93570,0,46060,1007,1,0040.68,019,04,1,ResidenceStreetAddress,350,,N,WILMOT,RD,,,,,,TUCSON,AZ,85711,,,,,,,,,,,,,,,,,,350,,N,WILMOT,RD,,,,,,TUCSON,AZ,85711,,,,,,,,,,,,350,,N,WILMOT,RD,,,,TUCSON,AZ,85711,,,,,,,,,,,Pima,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2040017,,,,,,0
638 - DIABETES W CC,30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,AZ - Phoenix,19,20901.42,5831.89,4943.26,48,USCGeocoder,140.6196,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.5589938,-112.4819002,Relaxed,TwoThousandTen,57380,,,92754,0,39140,2000,2,0009.00,025,04,1,ResidenceStreetAddress,1003,,,WILLOW CREEK,RD,,,,,,PRESCOTT,AZ,86301,,,,,,,,,,,,,,,,,,1003,,,WILLOW CREEK,RD,,,,,,PRESCOTT,AZ,86301,,,,,,,,,,,,1003,,,WILLOW CREEK,RD,,,,PRESCOTT,AZ,,,,,,,,,,,,Yavapai,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2554239,,,,,,0
638 - DIABETES W CC,30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,AZ - Phoenix,22,16276.45,5592.18,4571.81,49,USCGeocoder,156.2523,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.6821475,-114.6353767,Relaxed,TwoThousandTen,85540,9360,,93978,0,49740,3006,3,0010.04,027,04,1,ResidenceStreetAddress,2400,,S,A,,,,,,,YUMA,AZ,85364,,,,,,,,,,,,AVE,,,,,AVE,2400,,S,A,,,,,,,YUMA,AZ,85364,,,,,,,,,,,,2400,,S,A,,,,,YUMA,AZ,,,,,,,,,,,,Yuma,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2713486,,,AVE,,,0
