DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_beckykelley8_897,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,AZ - Sun City,12,26675.58,3797.91,2909.75,22,USCGeocoder,125.0254,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.6032654,-112.2825467,Exact,TwoThousandTen,70320,6200,,92601,0,38060,3016,3,0715.03,013,04,1,ResidenceStreetAddress,10401,,W,THUNDERBIRD,BLVD,,,,,,SUN CITY,AZ,85351,,,,,,,,,,,,,,,,,,10401,,W,THUNDERBIRD,BLVD,,,,,,SUN CITY,AZ,85351,,,,,,,,,,,,10401,,W,THUNDERBIRD,BLVD,,,,SUN CITY,AZ,85351,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,834617,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,AZ - Tucson,15,22903.33,3903.6,2642.73,23,USCGeocoder,109.3698,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8056.72174128192,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.3146727195116,-111.012052389479,Relaxed,TwoThousandTen,10670,8520,,93570,0,46060,1010,1,0046.16,019,04,1,ResidenceStreetAddress,6200,,N,LA CHOLLA,BLVD,,,,,,TUCSON,AZ,85741,,,,,,,,,,,,,,,,LA,,6200,,N,CHOLLA,BLVD,,,,,,TUCSON,AZ,85741,,,,,,,,,,,,5732-6398,,N,la Cholla,Blvd,,,,Casas Adobes,AZ,85741,,,,,,,,,,Tucson,Pima,8056.72,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,121408083,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,AZ - Mesa,12,23082.41,3856.83,2921.5,24,USCGeocoder,93.7451,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.4106039,-111.6880617,Relaxed,TwoThousandTen,,2620,,92601,0,38060,3020,3,4226.25,013,04,1,ResidenceStreetAddress,6644,,E,BAYWOOD,AVE,,,,,,MESA,AZ,85206,,,,,,,,,,,,,,,,,,6644,,E,BAYWOOD,AVE,,,,,,MESA,AZ,85206,,,,,,,,,,,,6644,,E,BAYWOOD,AVE,,,,MESA,AZ,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,316763,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,AZ - Phoenix,13,18079,4417.38,3549.07,25,USCGeocoder,218.762,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,33.6091417,-112.1796694,Exact,TwoThousandTen,27820,6200,,92601,0,38060,3007,3,1042.24,013,04,1,ResidenceStreetAddress,5555,,W,THUNDERBIRD,RD,,,,,,GLENDALE,AZ,85306,,,,,,,,,,,,,,,,,,5555,,W,THUNDERBIRD,RD,,,,,,GLENDALE,AZ,85306,,,,,,,,,,,,5555,,W,THUNDERBIRD,RD,,,,GLENDALE,AZ,85306,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,148045,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3215 N NORTH HILLS BLVD,FAYETTEVILLE,AR,72703,AR - Springdale,13,17009,3833.92,2591.15,26,USCGeocoder,78.1489,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.1092914,-94.1600078,Exact,TwoThousandTen,23290,2580,,91283,0,22220,4008,4,0107.02,143,05,1,ResidenceStreetAddress,3215,,N,NORTH HILLS,BLVD,,,,,,FAYETTEVILLE,AR,72703,,,,,,,,,,,,,,,,,,3215,,N,NORTH HILLS,BLVD,,,,,,FAYETTEVILLE,AR,72703,,,,,,,,,,,,3215,,N,NORTHHILLS,BLVD,,,,FAYETTEVILLE,AR,72703,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,41188,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40007,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,AR - Little Rock,18,15041.27,3840.5,3141.88,27,USCGeocoder,109.3666,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.7503964,-92.3392415,Exact,TwoThousandTen,41000,4400,,90300,0,30780,1009,1,0048.00,119,05,1,ResidenceStreetAddress,2,,,SAINT VINCENT,CIR,,,,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,,,,,,,2,,,SAINT VINCENT,CIR,,,,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,2,,,SAINT VINCENT,CIR,,,,Little Rock,AR,72205,,,,,,,,,,,Pulaski,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1075966,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,AR - Little Rock,36,15070.52,4918.47,4091.55,28,USCGeocoder,187.4791,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.7490114,-92.320103,Exact,TwoThousandTen,41000,4400,,90300,0,30780,1000,1,0048.00,119,05,1,ResidenceStreetAddress,4301,,W,MARKHAM,ST,,UNIT,MAIL SLOT 612,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,,,,,,,4301,,W,MARKHAM,ST,,UNIT,MAIL SLOT 612,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,4301,,W,MARKHAM,ST,,,,Little Rock,AR,72205,,,,,,,,,,,Pulaski,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1078372,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40020,ST BERNARDS MEDICAL CTR,225 E JACKSON,JONESBORO,AR,72401,AR - Jonesboro,52,5585.82,3940.01,3060.46,29,USCGeocoder,46.8681,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.4319526627219,FeatureClassBased,ReturnAll,,AddressPoint,,,1,35.8359706,-90.7017173,Relaxed,TwoThousandTen,35710,3700,,92004,0,27860,3076,3,0001.01,031,05,1,ResidenceStreetAddress,225,,E,JACKSON,,,,,,,JONESBORO,AR,72401,,,,,,,,,,,,,,,,,,225,,E,JACKSON,,,,,,,JONESBORO,AR,72401,,,,,,,,,,,,225,,,JACKSON,AVE,E,,,Jonesboro,AR,72401,,,,,,,,,,,Craighead,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,389146,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40022,NW ARKANSAS HOSPITALS LLC,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,AR - Springdale,32,18751.5,3751.93,3013.06,30,USCGeocoder,93.7624,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,362.662902365235,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,36.1812548549469,-94.1353950173424,Exact,TwoThousandTen,66080,2580,,93465,0,22220,1074,1,0112.00,143,05,1,ResidenceStreetAddress,609,,W,MAPLE,AVE,,,,,,SPRINGDALE,AR,72764,,,,,,,,,,,,,,,,,,609,,W,MAPLE,AVE,,,,,,SPRINGDALE,AR,72764,,,,,,,,,,,,601-699,,W,Maple,Ave,,,,Springdale,AR,72764,,,,,,,,,,Springdale,Washington,362.66,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,49096476,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,MO - Springfield,36,5862.86,3564.88,2429.02,31,USCGeocoder,62.4914,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.3429813,-92.3958553,Exact,TwoThousandTen,47390,,,92616,1,34260,1053,1,9504.00,005,05,1,ResidenceStreetAddress,624,,,HOSPITAL,DR,,,,,,MOUNTAIN HOME,AR,72653,,,,,,,,,,,,,,,,,,624,,,HOSPITAL,DR,,,,,,MOUNTAIN HOME,AR,72653,,,,,,,,,,,,624,,,HOSPITAL,DR,,,,Mountain Home,AR,72653,,,,,,,,,,,Baxter,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,110897,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72901,AR - Fort Smith,12,9178.66,3665.25,2729.91,32,USCGeocoder,78.1176,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2467.39417196216,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,35.3749522580556,-94.4212254761561,Exact,TwoThousandTen,24550,2720,,93741,0,22900,2144,2,0003.00,131,05,1,ResidenceStreetAddress,1001,,,TOWSON,AVE,,,,,,FORT SMITH,AR,72901,,,,,,,,,,,,,,,,,,1001,,,TOWSON,AVE,,,,,,FORT SMITH,AR,72901,,,,,,,,,,,,901-1099,,,Towson,Ave,,,,Fort Smith,AR,72901,,,,,,,,,,Upper,Sebastian,2467.39,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,56100389,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,AR - Little Rock,25,11066.84,3788.48,2699.24,33,USCGeocoder,62.4728,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5999.78318840665,LinearInterpolationAddressRange,StreetSegment,61.3905325443787,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.6946282227127,-92.3263009013518,Relaxed;Soundex,TwoThousandTen,41000,4400,,90300,0,30780,1039,1,0020.02,119,05,1,ResidenceStreetAddress,9601,,,630 EXIT,,,UNIT,7,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,I,,,,,I,9601,,,630 EXIT,,,UNIT,7,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,4301-15887,,W,61st,St,,,,Little Rock,AR,72209,,,,,,,,,,Big Rock,Pulaski,5999.78,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,,,tlid,83560231,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,CA - San Mateo County,99,26556.25,5384.4,4080.08,34,USCGeocoder,109.355,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3485.50973293232,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.5944321612043,-122.383171773008,Exact,TwoThousandTen,09066,7362,41884,93170,0,41860,1006,1,6050.00,081,06,1,ResidenceStreetAddress,1501,,,TROUSDALE,DR,,,,,,BURLINGAME,CA,94010,,,,,,,,,,,,,,,,,,1501,,,TROUSDALE,DR,,,,,,BURLINGAME,CA,94010,,,,,,,,,,,,1501-1513,,,Trousdale,Dr,,,,Burlingame,CA,94010,,,,,,,,,,South San Francisco,San Mateo,3485.51,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,192375047,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50013,ST HELENA HOSPITAL,10 WOODLAND ROAD,SAINT HELENA,CA,94574,CA - Napa,48,30623.06,6036.97,5311.89,35,USCGeocoder,78.1414,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,152823.648228079,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.5438348979129,-122.474025651313,Relaxed,TwoThousandTen,18324,7362,,90070,0,34900,5000,5,2017.00,055,06,1,ResidenceStreetAddress,10,,,WOODLAND,RD,,,,,,SAINT HELENA,CA,94574,,,,,,,,,,,,,,,,,,10,,,WOODLAND,RD,,,,,,SAINT HELENA,CA,94574,,,,,,,,,,,,10,,,Woodland,Rd,,,,St. Helena,CA,94574,,,,9554,,,,,,,Napa,152823.65,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,2416690,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,CA - San Diego,17,22540.35,7596.29,6849.05,36,USCGeocoder,109.3729,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.7548706,-117.1665144,Exact,TwoThousandTen,66000,7320,,92780,0,41740,3000,3,0004.00,073,06,1,ResidenceStreetAddress,200,,W,ARBOR,DR,,,,,,SAN DIEGO,CA,92103,,,,,,,,,,,,,,,,,,200,,W,ARBOR,DR,,,,,,SAN DIEGO,CA,92103,,,,,,,,,,,,200,,W,ARBOR,DR,,,,San Diego,CA,92103,,,,,,,,,,,San Diego,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,9599887,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,CA - San Diego,31,31914.41,4777.93,4108.58,37,USCGeocoder,93.7396,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3683.88744398393,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.7791048742464,-117.008234806576,Exact,TwoThousandTen,40004,7320,,92780,0,41740,2016,2,0150.00,073,06,1,ResidenceStreetAddress,5555,,,GROSSMONT CENTER,DR,,,,,,LA MESA,CA,91942,,,,,,,,,,,,,,,,,,5555,,,GROSSMONT CENTER,DR,,,,,,LA MESA,CA,91942,,,,,,,,,,,,5401-5599,,,Grossmont Center,Dr,,,,La Mesa,CA,91942,,,,,,,,,,San Diego,San Diego,3683.89,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640042827,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,CA - Chico,12,27193.41,4981,4323.33,38,USCGeocoder,109.3587,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.5071105,-121.5411835,Exact,TwoThousandTen,54386,1620,,92300,0,17020,2019,2,0027.00,007,06,1,ResidenceStreetAddress,2767,,,OLIVE,HWY,,,,,,OROVILLE,CA,95966,,,,,,,,,,,,,,,,,,2767,,,OLIVE,HWY,,,,,,OROVILLE,CA,95966,,,,,,,,,,,,2767,,,OLIVE,HWY,,,,OROVILLE,CA,95966,,,,,,,,,,,Butte,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,661833,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,CA - San Francisco,16,45694.18,12673.75,8428.93,39,USCGeocoder,109.3598,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.9161735700197,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7906148,-122.431434,Relaxed,TwoThousandTen,67000,7362,41884,92790,0,41860,2001,2,0135.00,075,06,1,ResidenceStreetAddress,2333,,,BUCHANAN,ST,,,,,,SAN FRANCISCO,CA,94115,,,,,,,,,,,,,,,,,,2333,,,BUCHANAN,ST,,,,,,SAN FRANCISCO,CA,94115,,,,,,,,,,,,2333,,,BUCHANAN,ST,,,,san_francisco,CA,94115,,,,,,,,,,,san francisco,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,10310719,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50056,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,LANCASTER,CA,93534,CA - Los Angeles,13,14740.61,5648.61,3964.69,40,USCGeocoder,140.6162,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1422.89160777815,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.6892529717566,-118.160106232665,Exact,TwoThousandTen,40130,4472,31084,92140,0,31100,1000,1,9007.03,037,06,1,ResidenceStreetAddress,1600,,W,J,,,,,,,LANCASTER,CA,93534,,,,,,,,,,,,AVE,,,,,AVE,1600,,W,J,,,,,,,LANCASTER,CA,93534,,,,,,,,,,,,1642-1600,,W,J,,,,,Lancaster,CA,93534,,,,,,,,,,North Antelope Valley,Los Angeles,1422.89,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,637695927,,,Ave,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93715,CA - Fresno,24,25740.83,6483.54,5780.04,41,USCGeocoder,93.7513,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9349112426036,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.7431275,-119.7835015,Relaxed,TwoThousandTen,,0680,,91080,0,23420,1003,1,0005.02,019,06,1,ResidenceStreetAddress,2823,,,FRESNO,ST,,,,,,FRESNO,CA,93715,,,,,,,,,,,,,,,,,,2823,,,FRESNO,ST,,,,,,FRESNO,CA,93715,,,,,,,,,,,,2823,,,FRESNO,ST,,,,fresno,CA,93721,,,,,,,,,,,fresno,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4031770,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,CA - San Diego,24,32003.66,5789.62,5249.87,42,USCGeocoder,124.9997,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9307.10126104858,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.7513297768273,-117.161147346084,Exact,TwoThousandTen,66000,7320,,92780,0,41740,1000,1,0004.00,073,06,1,ResidenceStreetAddress,4077,,,5TH,AVE,,,,,,SAN DIEGO,CA,92103,,,,,,,,,,,,,,,,,,4077,,,5TH,AVE,,,,,,SAN DIEGO,CA,92103,,,,,,,,,,,,4001-4099,,,5th,Ave,,,,San Diego,CA,92103,,,,,,,,,,San Diego,San Diego,9307.1,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,638575178,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,CA - Los Angeles,53,20655.32,4802.3,3875.43,43,USCGeocoder,140.6443,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3287.72696028138,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.7378985689286,-118.30456922645,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,2008,2,6099.00,037,06,1,ResidenceStreetAddress,1300,,W,7TH,ST,,,,,,SAN PEDRO,CA,90732,,,,,,,,,,,,,,,,,,1300,,W,7TH,ST,,,,,,SAN PEDRO,CA,90732,,,,,,,,,,,,1240-1398,,W,7th,St,,,,Los Angeles,CA,90732,,,,,,,,,,Los Angeles,Los Angeles,3287.73,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,642192460,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,CA - Fresno,14,27808,4778.5,4378.78,44,USCGeocoder,109.3725,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9349112426036,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.8368306,-119.7652903,Relaxed,TwoThousandTen,,0680,,91080,0,23420,2000,2,0054.06,019,06,1,ResidenceStreetAddress,1303,,E,HERNDON,AVE,,,,,,FRESNO,CA,93710,,,,,,,,,,,,,,,,,,1303,,E,HERNDON,AVE,,,,,,FRESNO,CA,93710,,,,,,,,,,,,1303,,E,HERNDON,AVE,,,,fresno,CA,93720,,,,,,,,,,,fresno,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4168393,,,,,,0
