DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-05_kojoball41_469,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,AR - Springdale,11,56737.18,18522.18,17401.81,46,USCGeocoder,78.1316,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.8579881656805,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.3089898,-94.1830954,Relaxed,TwoThousandTen,60410,2580,,93632,0,22220,2005,2,0204.05,007,05,1,ResidenceStreetAddress,2710,,,RIFE MEDICAL,LN,,,,,,ROGERS,AR,72758,,,,,,,,,,,,,,,,,,2710,,,RIFE MEDICAL,LN,,,,,,ROGERS,AR,72758,,,,,,,,,,,,2710,,S,RIFE MEDICAL,LN,,,,Rogers,AR,72758,,,,,,,,,,,Benton,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,229583,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40020,ST BERNARDS MEDICAL CTR,225 E JACKSON,JONESBORO,AR,72401,AR - Jonesboro,33,26432.15,19188.45,18306.3,47,USCGeocoder,46.8513,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.4319526627219,FeatureClassBased,ReturnAll,,AddressPoint,,,1,35.8359706,-90.7017173,Relaxed,TwoThousandTen,35710,3700,,92004,0,27860,3076,3,0001.01,031,05,1,ResidenceStreetAddress,225,,E,JACKSON,,,,,,,JONESBORO,AR,72401,,,,,,,,,,,,,,,,,,225,,E,JACKSON,,,,,,,JONESBORO,AR,72401,,,,,,,,,,,,225,,,JACKSON,AVE,E,,,Jonesboro,AR,72401,,,,,,,,,,,Craighead,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,389146,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40026,ST JOSEPHS MERCY HEALTH CENTER INC,300 WERNER STREET,HOT SPRINGS,AR,71903,AR - Little Rock,20,65425.6,19424.8,18805.35,48,USCGeocoder,62.4904,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,79.2899408284024,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.4678274,-93.0663331,Relaxed,TwoThousandTen,33400,,,91773,0,26300,1002,1,0118.00,051,05,1,ResidenceStreetAddress,300,,,WERNER,ST,,,,,,HOT SPRINGS,AR,71903,,,,,,,,,,,,,,,,,,300,,,WERNER,ST,,,,,,HOT SPRINGS,AR,71903,,,,,,,,,,,,300,,,WERNER,ST,,,,Hot Springs National Park,AR,71913,,,,,,,,,,,Garland,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,573402,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72901,AR - Fort Smith,21,67073.66,19735.23,18986.61,49,USCGeocoder,62.5086,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2467.39417196216,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,35.3749522580556,-94.4212254761561,Exact,TwoThousandTen,24550,2720,,93741,0,22900,2144,2,0003.00,131,05,1,ResidenceStreetAddress,1001,,,TOWSON,AVE,,,,,,FORT SMITH,AR,72901,,,,,,,,,,,,,,,,,,1001,,,TOWSON,AVE,,,,,,FORT SMITH,AR,72901,,,,,,,,,,,,901-1099,,,Towson,Ave,,,,Fort Smith,AR,72901,,,,,,,,,,Upper,Sebastian,2467.39,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,56100389,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40062,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,FORT SMITH,AR,72917,AR - Fort Smith,28,45513.78,16442.53,15480.25,50,USCGeocoder,62.5137,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8811.2086838033,LinearInterpolationAddressRange,StreetSegment,92.0118343195266,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,35.3530113865542,-94.3513182322449,Relaxed,TwoThousandTen,24550,2720,,93741,0,22900,3024,3,0006.00,131,05,1,ResidenceStreetAddress,7301,,,ROGERS,AVE,,,,,,FORT SMITH,AR,72917,,,,,,,,,,,,,,,,,,7301,,,ROGERS,AVE,,,,,,FORT SMITH,AR,72917,,,,,,,,,,,,7299-7101,,,Rogers,Ave,,,,Fort Smith,AR,72903,,,,,,,,,,Upper,Sebastian,8811.21,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,642913872,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,AR - Little Rock,15,127092,20216.6,17870.6,51,USCGeocoder,78.1456,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.4858051,-93.0362505,Relaxed,TwoThousandTen,33400,,,91773,0,26300,3019,3,0116.01,051,05,1,ResidenceStreetAddress,1910,,,MALVERN,AVE,,,,,,HOT SPRINGS,AR,71901,,,,,,,,,,,,,,,,,,1910,,,MALVERN,AVE,,,,,,HOT SPRINGS,AR,71901,,,,,,,,,,,,1910,,,MALVERN,AVE,,,,Hot Springs National Park,AR,71901,,,,,,,,,,,Garland,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,565419,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,AR - Little Rock,18,56645.05,17750.88,16879.38,52,USCGeocoder,46.8617,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5999.78318840665,LinearInterpolationAddressRange,StreetSegment,61.3905325443787,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.6946282227127,-92.3263009013518,Relaxed;Soundex,TwoThousandTen,41000,4400,,90300,0,30780,1039,1,0020.02,119,05,1,ResidenceStreetAddress,9601,,,630 EXIT,,,UNIT,7,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,I,,,,,I,9601,,,630 EXIT,,,UNIT,7,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,4301-15887,,W,61st,St,,,,Little Rock,AR,72209,,,,,,,,,,Big Rock,Pulaski,5999.78,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,,,tlid,83560231,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,AR - Little Rock,14,62771.92,20707.64,20146.28,53,USCGeocoder,62.4995,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4109.64695210929,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,35.7694558698326,-91.6328961761653,Relaxed,TwoThousandTen,04030,,,93249,1,12900,1049,1,4905.00,063,05,1,ResidenceStreetAddress,1710,,,HARRISON,ST,,,,,,BATESVILLE,AR,72503,,,,,,,,,,,,,,,,,,1710,,,HARRISON,ST,,,,,,BATESVILLE,AR,72503,,,,,,,,,,,,1892-1700,,,Harrison,St,,,,Batesville,AR,72501,,,,,,,,,,Ruddell,Independence,4109.65,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,41641523,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,50007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,CA - San Mateo County,14,99108,23405.5,22358.92,54,USCGeocoder,93.7427,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3485.50973293232,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.5944321612043,-122.383171773008,Exact,TwoThousandTen,09066,7362,41884,93170,0,41860,1006,1,6050.00,081,06,1,ResidenceStreetAddress,1501,,,TROUSDALE,DR,,,,,,BURLINGAME,CA,94010,,,,,,,,,,,,,,,,,,1501,,,TROUSDALE,DR,,,,,,BURLINGAME,CA,94010,,,,,,,,,,,,1501-1513,,,Trousdale,Dr,,,,Burlingame,CA,94010,,,,,,,,,,South San Francisco,San Mateo,3485.51,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,192375047,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,50009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,CA - Napa,17,150343.88,27241,26321.94,55,USCGeocoder,78.1269,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.3244031,-122.2968646,Relaxed,TwoThousandTen,50258,7362,,92070,0,34900,1021,1,2006.02,055,06,1,ResidenceStreetAddress,1000,,,TRANCAS,ST,,,,,,NAPA,CA,94558,,,,,,,,,,,,,,,,,,1000,,,TRANCAS,ST,,,,,,NAPA,CA,94558,,,,,,,,,,,,1000,,,TRANCAS,ST,,,,napa,CA,,,,,,,,,,,,Napa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6223115,,,,,,0
