DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_kojoball41_418,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,FL - Clearwater,15,50994.13,9684.66,8567.6,204,USCGeocoder,124.9939,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.9528034,-82.803272,Relaxed,TwoThousandTen,,2020,,90572,0,45300,2012,2,259,103,12,1,ResidenceStreetAddress,300,,,PINELLAS,ST,,,,,,CLEARWATER,FL,33756,,,,,,,,,,,,,,,,,,300,,,PINELLAS,ST,,,,,,CLEARWATER,FL,33756,,,,,,,,,,,,300,,,PINELLAS,ST,,,,pinellas,FL,33756,,,,,,,,,,,Pinellas,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8279157,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100135,TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,FL - Tallahassee,22,45649.4,10905.27,9396.45,205,USCGeocoder,156.2067,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5200.906343,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,30.45559907,-84.26244121,Exact,TwoThousandTen,70600,8240,,93295,0,45220,1000,1,2,73,12,1,ResidenceStreetAddress,1300,,,MICCOSUKEE,RD,,,,,,TALLAHASSEE,FL,32308,,,,,,,,,,,,,,,,,,1300,,,MICCOSUKEE,RD,,,,,,TALLAHASSEE,FL,32308,,,,,,,,,,,,1300-1450,,,Miccosukee,Rd,,,,Tallahassee,FL,32308,,,,,,,,,,Tallahassee East,Leon,5200.91,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,82853959,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,DAVENPORT,FL,33837,FL - Orlando,12,73770.33,10017.75,8985.41,206,USCGeocoder,203.104,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,12310.59659,LinearInterpolationAddressRange,StreetSegment,97.81065089,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,28.18290236,-81.64003761,Relaxed,TwoThousandTen,28400,3980,,91404,0,29460,1092,1,124.11,105,12,1,ResidenceStreetAddress,40100,,,27,,N,,,,,DAVENPORT,FL,33837,,,,,,,,,,,,US,,,,,US,40100,,,27,,N,,,,,DAVENPORT,FL,33837,,,,,,,,,,,,1773-1547,,,27,,,,,Haines City,FL,33837,,,,,,,,,,Haines City,Polk,12310.6,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,104826094,,,US Hwy,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,FL - Gainesville,12,62118.5,11594,10661.33,207,USCGeocoder,171.8705,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,488677650.6,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,30.27019581,-82.6254149,Relaxed;Soundex,TwoThousandTen,,2020,,92366,1,29380,1303,1,1103,23,12,4,ResidenceZIP,340,,NW,COMMERCE,DR,,,,,,LAKE CITY,FL,32055,,,,,,,,,,,,,,,,,,340,,NW,COMMERCE,DR,,,,,,LAKE CITY,FL,32055,,,,,,,,,,,,,,,,,,,,,FL,32055,,,,,,,,,,,,488677650.6,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,32055,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,FL - Lakeland,35,64751.77,10341.28,8143.97,208,USCGeocoder,296.8565,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,28.0608754,-81.9535417,Exact,TwoThousandTen,38250,3980,,91833,0,29460,2003,2,113,105,12,1,ResidenceStreetAddress,1324,,,LAKELAND HILLS,BLVD,,,,,,LAKELAND,FL,33805,,,,,,,,,,,,,,,,,,1324,,,LAKELAND HILLS,BLVD,,,,,,LAKELAND,FL,33805,,,,,,,,,,,,1324,,,LAKELAND HILLS,BLVD,,,,lakeland,FL,33805,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1951531,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,FL - Fort Lauderdale,11,86117.36,13396.72,12267.63,209,USCGeocoder,140.609,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.1264696,-80.2051943,Exact,TwoThousandTen,57425,4992,22744,92756,0,33100,2020,2,608.02,11,12,1,ResidenceStreetAddress,401,,NW,42ND,AVE,,,,,,PLANTATION,FL,33317,,,,,,,,,,,,,,,,,,401,,NW,42ND,AVE,,,,,,PLANTATION,FL,33317,,,,,,,,,,,,401,,NW,42,AVE,,,,PLANTATION,FL,33317,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1516172,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,FL - Fort Lauderdale,20,49261,9711,8871.6,210,USCGeocoder,93.753,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.3584924,-80.1034987,Exact,TwoThousandTen,7300,8960,48424,90208,0,33100,2001,2,76.02,99,12,1,ResidenceStreetAddress,800,,,MEADOWS,RD,,,,,,BOCA RATON,FL,33486,,,,,,,,,,,,,,,,,,800,,,MEADOWS,RD,,,,,,BOCA RATON,FL,33486,,,,,,,,,,,,800,,,MEADOWS,RD,,,,Boca Raton,FL,33486,,,,,,,,,,,palm,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7424531,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,FL - Tampa,16,40857.18,9546,8559.5,211,USCGeocoder,125.0401,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,28.0708068,-82.424929,Relaxed,TwoThousandTen,73163,8280,,93367,0,45300,3005,3,108.13,57,12,1,ResidenceStreetAddress,3100,,E,FLETCHER,AVE,,,,,,TAMPA,FL,33613,,,,,,,,,,,,,,,,,,3100,,E,FLETCHER,AVE,,,,,,TAMPA,FL,33613,,,,,,,,,,,,3100,,E,FLETCHER,AVE,,,,hillsborough,FL,33613,,,,,,,,,,,Hillsborough,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3514670,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARD,FL,33410,FL - Fort Lauderdale,13,79838,9722,8858.61,212,USCGeocoder,1234.3975,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.8296186,-80.0866224,Relaxed,TwoThousandTen,54075,8960,48424,92977,0,33100,1000,1,8.04,99,12,1,ResidenceStreetAddress,3360,,,BURNS,RD,,,,,,PALM BEACH GARD,FL,33410,,,,,,,,,,,,,,,,,,3360,,,BURNS,RD,,,,,,PALM BEACH GARD,FL,33410,,,,,,,,,,,,3360,,,BURNS,RD,,,,Palm Beach Gardens,FL,33410,,,,,,,,,,,palm,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7391892,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,FL - Jacksonville,21,99721.85,10236.38,7820.14,213,USCGeocoder,140.6222,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.2867847,-81.6016512,Exact,TwoThousandTen,35000,3600,,91642,0,27260,1007,1,160,31,12,1,ResidenceStreetAddress,3625,,,UNIVERSITY,BLVD,S,,,,,JACKSONVILLE,FL,32216,,,,,,,,,,,,,,,,,,3625,,,UNIVERSITY,BLVD,S,,,,,JACKSONVILLE,FL,32216,,,,,,,,,,,,3625,,,UNIVERSITY,BLVD,S,,,JACKSONVILLE,FL,32216,,,,,,,,,,,Duval,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2726004,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,FL - Miami,16,98297.25,13931,12944.5,214,USCGeocoder,187.5011,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,25.8859516,-80.3265447,Relaxed,TwoThousandTen,30000,4992,33124,91482,0,33100,1017,1,129,86,12,1,ResidenceStreetAddress,2001,,W,68TH,ST,,,,,,HIALEAH,FL,33016,,,,,,,,,,,,,,,,,,2001,,W,68TH,ST,,,,,,HIALEAH,FL,33016,,,,,,,,,,,,2001,,W,68TH,ST,,,,miami,FL,33016,,,,,,,,,,,Miami-Dade,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5716097,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,FL - Fort Lauderdale,13,101000,10339.53,9396.46,215,USCGeocoder,109.3666,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.2630374,-80.2029554,Exact,TwoThousandTen,43125,4992,22744,90644,0,33100,1000,1,202.05,11,12,1,ResidenceStreetAddress,2801,,N,7,,,,,,,MARGATE,FL,33063,,,,,,,,,,,,SR,,,,,SR,2801,,N,7,,,,,,,MARGATE,FL,33063,,,,,,,,,,,,2801,,N,7,,,,,MARGATE,FL,33063,,,,,,,,,,,Broward,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,992772,,,SR,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,FL - Gainesville,44,79587.86,9630.72,8518.65,216,USCGeocoder,109.3801,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.85798817,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.6608402,-82.4117719,Relaxed,TwoThousandTen,25175,2900,,91248,0,23540,3020,3,17.02,1,12,1,ResidenceStreetAddress,6500,,,NEWBERRY,RD,,,,,,GAINESVILLE,FL,32605,,,,,,,,,,,,,,,,,,6500,,,NEWBERRY,RD,,,,,,GAINESVILLE,FL,32605,,,,,,,,,,,,6500,,W,NEWBERRY,RD,,,,GAINESVILLE,FL,32605,,,,,,,,,,,ALACHUA,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,24483,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,FL - Ocala,18,77879.83,9270.72,7073.33,217,USCGeocoder,218.7448,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.46745562,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.1754738,-82.1366339,Relaxed,TwoThousandTen,,2020,,92483,0,36100,1167,1,19,83,12,1,ResidenceStreetAddress,1431,,SW,1ST,AVE,,,,,,OCALA,FL,34478,,,,,,,,,,,,,,,,,,1431,,SW,1ST,AVE,,,,,,OCALA,FL,34478,,,,,,,,,,,,1431,,SW,1ST,AVE,,,,OCALA,FL,34471,,,,,,,,,,,Marion,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5278113,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,FL - Bradenton,27,75932.14,9146.7,7819,218,USCGeocoder,171.8737,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.4820522,-82.6233933,Exact,TwoThousandTen,7950,7510,,90273,0,35840,3002,3,4.07,81,12,1,ResidenceStreetAddress,2020,,,59TH,ST,W,,,,,BRADENTON,FL,34209,,,,,,,,,,,,,,,,,,2020,,,59TH,ST,W,,,,,BRADENTON,FL,34209,,,,,,,,,,,,2020,,,59TH,ST,W,,,Bradenton,FL,34209,,,,,,,,,,,Manatee,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5076450,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100217,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,FL - Orlando,20,71924.95,9663,8539,219,USCGeocoder,124.9984,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.93491124,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.843817,-80.4887634,Relaxed,TwoThousandTen,61875,,,93510,0,42680,2005,2,508.08,61,12,1,ResidenceStreetAddress,13695,,,1,,,,,,,SEBASTIAN,FL,32978,,,,,,,,,,,,US,,,,,US,13695,,,1,,,,,,,SEBASTIAN,FL,32978,,,,,,,,,,,,13695,,,1,,,,,SEBASTIAN,FL,32958,,,,,,,,,,,Indian River,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4056471,,,US,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTOR'S WAY,FORT MYERS,FL,33912,FL - Fort Myers,20,40963.6,9946.35,8149,220,USCGeocoder,93.7882,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.5441513,-81.850027,Exact,TwoThousandTen,,2020,,91131,0,15980,2014,2,12.02,71,12,1,ResidenceStreetAddress,13681,,,DOCTORS,WAY,,,,,,FORT MYERS,FL,33912,,,,,,,,,,,,,,,,,,13681,,,DOCTORS,WAY,,,,,,FORT MYERS,FL,33912,,,,,,,,,,,,13681,,,DOCTORS,WAY,,,,FORT MYERS,FL,33912,,,,,,,,,,,Lee,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4731918,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,FL - Fort Lauderdale,14,96391.21,9722.85,8676.28,221,USCGeocoder,46.9127,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,27838.96894,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,26.21212806,-80.25440152,Relaxed,TwoThousandTen,70675,4992,22744,90644,0,33100,3000,3,204.11,11,12,1,ResidenceStreetAddress,7201,,N,UNIVERSITY,DR,,,,,,TAMARAC,FL,33321,,,,,,,,,,,,,,,,,,7201,,N,UNIVERSITY,DR,,,,,,TAMARAC,FL,33321,,,,,,,,,,,,7201,,N,University,Dr,,,,TAMARAC,FL,,,,,2913,,,,,,,,27838.97,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,768379,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,FL - Jacksonville,27,111555.62,11681.4,9089.62,222,USCGeocoder,93.7245,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.1659743,-81.7376191,Exact,TwoThousandTen,5025,3600,,92509,0,27260,1014,1,304,19,12,1,ResidenceStreetAddress,2001,,,KINGSLEY,AVE,,,,,,ORANGE PARK,FL,32073,,,,,,,,,,,,,,,,,,2001,,,KINGSLEY,AVE,,,,,,ORANGE PARK,FL,32073,,,,,,,,,,,,2001,,,KINGSLEY,AVE,,,,ORANGE PARK,FL,32073,,,,,,,,,,,Clay,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2131628,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,FL - Fort Lauderdale,11,84987.81,9863,8848.45,223,USCGeocoder,78.129,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40808.19667,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,26.12354296,-80.25951207,Relaxed,TwoThousandTen,57425,4992,22744,92756,0,33100,2012,2,606.05,11,12,1,ResidenceStreetAddress,8201,,W,BROWARD,BLVD,,,,,,PLANTATION,FL,33324,,,,,,,,,,,,,,,,,,8201,,W,BROWARD,BLVD,,,,,,PLANTATION,FL,33324,,,,,,,,,,,,8201,,W,Broward,Blvd,,,,PLANTATION,FL,,,,,2701,,,,,,,,40808.2,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,619879,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,FL - Pensacola,18,85150.44,8888.16,7883.72,224,USCGeocoder,78.1246,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,83044.97118,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,30.5162324,-87.21856171,Exact,TwoThousandTen,22275,6080,,92691,0,37860,4027,4,35.07,33,12,1,ResidenceStreetAddress,8383,,N,DAVIS,HWY,,,,,,PENSACOLA,FL,32514,,,,,,,,,,,,,,,,,,8383,,N,DAVIS,HWY,,,,,,PENSACOLA,FL,32514,,,,,,,,,,,,8383,,N,Davis,Hwy,,,,Pensacola,FL,32514,,,,6039,,,,,,,ESCAMBIA,83044.97,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,2700501,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,FL - Gainesville,16,48435.93,10029.37,9115.62,225,USCGeocoder,93.7443,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.6419076,-81.6923855,Exact,TwoThousandTen,,2020,,92574,1,37260,3090,3,9506,107,12,1,ResidenceStreetAddress,611,,,ZEAGLER,DR,,,,,,PALATKA,FL,32177,,,,,,,,,,,,,,,,,,611,,,ZEAGLER,DR,,,,,,PALATKA,FL,32177,,,,,,,,,,,,611,,,ZEAGLER,DR,,,,Palatka,FL,32177,,,,,,,,,,,Putnam,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8449617,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100238,NORTHSIDE HOSPITAL,6000 49TH STREET N,SAINT PETERSBUR,FL,33709,FL - St. Petersburg,12,91001.5,9726,8174,226,USCGeocoder,437.4987,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,2,27.8256324,-82.7023048,Relaxed,TwoThousandTen,39775,8280,,93042,0,45300,1002,1,248.01,103,12,1,ResidenceStreetAddress,6000,,,49TH,ST,N,,,,,SAINT PETERSBUR,FL,33709,,,,,,,,,,,,,,,,,,6000,,,49TH,ST,N,,,,,SAINT PETERSBUR,FL,33709,,,,,,,,,,,,6000,,,49TH,ST,N,,,pinellas park,FL,33709,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2067422,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,FL - Tampa,21,82284.23,10457.76,8885.52,227,USCGeocoder,93.7526,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.9336259,-82.2871411,Relaxed,TwoThousandTen,8150,8280,,90286,0,45300,1010,1,133.11,57,12,1,ResidenceStreetAddress,119,,,OAKFIELD,DR,,,,,,BRANDON,FL,33511,,,,,,,,,,,,,,,,,,119,,,OAKFIELD,DR,,,,,,BRANDON,FL,33511,,,,,,,,,,,,119,,,OAKFIELD,DR,,,,hillsborough,FL,33511,,,,,,,,,,,Hillsborough,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3853631,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,FL - Fort Myers,21,46586.71,9007.52,7986.38,228,USCGeocoder,62.4923,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,175223.336,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,26.63943763,-81.94324512,Exact,TwoThousandTen,10275,2700,,90403,0,15980,3010,3,103.07,71,12,1,ResidenceStreetAddress,636,,,DEL PRADO,BLVD,,,,,,CAPE CORAL,FL,33990,,,,,,,,,,,,,,,,DEL,,636,,,PRADO,BLVD,,,,,,CAPE CORAL,FL,33990,,,,,,,,,,,,636,,,Del Prado,Blvd,,,,Cape Coral,FL,33990,,,,2668,,,,,,,LEE,175223.34,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,3978593,,,,,,0,,,,,,
